source_partition,path,label
P1,P1/ROI_01_C01_T/rgb.png,1
P1,P1/ROI_01_C02_T/rgb.png,1
P1,P1/ROI_01_C03_T/rgb.png,1
P1,P1/ROI_01_C04_T/rgb.png,1
P1,P1/ROI_01_C05_T/rgb.png,1
P1,P1/ROI_01_C06_T/rgb.png,1
P1,P1/ROI_01_C07_T/rgb.png,1
P1,P1/ROI_01_C08_T/rgb.png,1
P1,P1/ROI_01_C09_T/rgb.png,1
P1,P1/ROI_01_C10_T/rgb.png,1
P1,P1/ROI_01_C11_T/rgb.png,1
P1,P1/ROI_01_C12_T/rgb.png,1
P1,P1/ROI_02_C01_NT/rgb.png,0
P1,P1/ROI_02_C02_NT/rgb.png,0
P1,P1/ROI_02_C03_NT/rgb.png,0
P1,P1/ROI_02_C04_NT/rgb.png,0
P1,P1/ROI_02_C05_NT/rgb.png,0
P1,P1/ROI_02_C06_NT/rgb.png,0
P1,P1/ROI_02_C07_NT/rgb.png,0
P1,P1/ROI_02_C08_NT/rgb.png,0
P1,P1/ROI_02_C09_NT/rgb.png,0
P1,P1/ROI_02_C10_NT/rgb.png,0
P1,P1/ROI_02_C11_NT/rgb.png,0
P1,P1/ROI_02_C12_NT/rgb.png,0
P1,P1/ROI_02_C13_NT/rgb.png,0
P1,P1/ROI_02_C14_NT/rgb.png,0
P1,P1/ROI_02_C15_NT/rgb.png,0
P1,P1/ROI_02_C16_NT/rgb.png,0
P1,P1/ROI_02_C17_NT/rgb.png,0
P1,P1/ROI_02_C18_NT/rgb.png,0
P1,P1/ROI_02_C19_NT/rgb.png,0
P1,P1/ROI_02_C20_NT/rgb.png,0
P1,P1/ROI_02_C21_NT/rgb.png,0
P1,P1/ROI_03_C01_NT/rgb.png,0
P1,P1/ROI_03_C02_NT/rgb.png,0
P1,P1/ROI_03_C03_NT/rgb.png,0
P1,P1/ROI_03_C04_NT/rgb.png,0
P1,P1/ROI_03_C05_NT/rgb.png,0
P1,P1/ROI_03_C06_NT/rgb.png,0
P1,P1/ROI_03_C07_NT/rgb.png,0
P1,P1/ROI_03_C08_NT/rgb.png,0
P1,P1/ROI_03_C09_NT/rgb.png,0
P1,P1/ROI_03_C10_NT/rgb.png,0
P1,P1/ROI_03_C11_NT/rgb.png,0
P1,P1/ROI_03_C12_NT/rgb.png,0
P1,P1/ROI_03_C13_NT/rgb.png,0
P1,P1/ROI_04_C01_NT/rgb.png,0
P1,P1/ROI_04_C02_NT/rgb.png,0
P1,P1/ROI_04_C03_NT/rgb.png,0
P1,P1/ROI_04_C04_NT/rgb.png,0
P1,P1/ROI_04_C05_NT/rgb.png,0
P1,P1/ROI_04_C06_NT/rgb.png,0
P1,P1/ROI_04_C07_NT/rgb.png,0
P1,P1/ROI_04_C08_NT/rgb.png,0
P2,P2/ROI_01_C01_T/rgb.png,1
P2,P2/ROI_01_C02_T/rgb.png,1
P2,P2/ROI_01_C03_T/rgb.png,1
P2,P2/ROI_01_C04_T/rgb.png,1
P2,P2/ROI_01_C05_T/rgb.png,1
P2,P2/ROI_01_C06_T/rgb.png,1
P2,P2/ROI_01_C07_T/rgb.png,1
P2,P2/ROI_01_C08_T/rgb.png,1
P2,P2/ROI_01_C09_T/rgb.png,1
P2,P2/ROI_01_C10_T/rgb.png,1
P2,P2/ROI_01_C11_T/rgb.png,1
P2,P2/ROI_01_C12_T/rgb.png,1
P2,P2/ROI_02_C01_NT/rgb.png,0
P2,P2/ROI_02_C02_NT/rgb.png,0
P2,P2/ROI_02_C03_NT/rgb.png,0
P2,P2/ROI_02_C04_NT/rgb.png,0
P2,P2/ROI_02_C05_NT/rgb.png,0
P2,P2/ROI_02_C06_NT/rgb.png,0
P2,P2/ROI_02_C07_NT/rgb.png,0
P2,P2/ROI_02_C08_NT/rgb.png,0
P2,P2/ROI_02_C09_NT/rgb.png,0
P2,P2/ROI_02_C10_NT/rgb.png,0
P2,P2/ROI_02_C11_NT/rgb.png,0
P2,P2/ROI_02_C12_NT/rgb.png,0
P2,P2/ROI_02_C13_NT/rgb.png,0
P2,P2/ROI_02_C14_NT/rgb.png,0
P2,P2/ROI_02_C15_NT/rgb.png,0
P2,P2/ROI_02_C16_NT/rgb.png,0
P2,P2/ROI_02_C17_NT/rgb.png,0
P2,P2/ROI_03_C01_NT/rgb.png,0
P2,P2/ROI_03_C02_NT/rgb.png,0
P2,P2/ROI_03_C03_NT/rgb.png,0
P2,P2/ROI_03_C04_NT/rgb.png,0
P5,P5/ROI_01_C01_T/rgb.png,1
P5,P5/ROI_01_C02_T/rgb.png,1
P5,P5/ROI_01_C03_T/rgb.png,1
P5,P5/ROI_01_C04_T/rgb.png,1
P5,P5/ROI_01_C05_T/rgb.png,1
P5,P5/ROI_01_C06_T/rgb.png,1
P5,P5/ROI_01_C07_T/rgb.png,1
P5,P5/ROI_01_C08_T/rgb.png,1
P5,P5/ROI_01_C09_T/rgb.png,1
P5,P5/ROI_01_C10_T/rgb.png,1
P5,P5/ROI_01_C11_T/rgb.png,1
P5,P5/ROI_01_C12_T/rgb.png,1
P5,P5/ROI_02_C01_NT/rgb.png,0
P5,P5/ROI_02_C02_NT/rgb.png,0
P5,P5/ROI_02_C03_NT/rgb.png,0
P5,P5/ROI_02_C04_NT/rgb.png,0
P5,P5/ROI_02_C05_NT/rgb.png,0
P5,P5/ROI_02_C06_NT/rgb.png,0
P5,P5/ROI_02_C07_NT/rgb.png,0
P5,P5/ROI_02_C08_NT/rgb.png,0
P5,P5/ROI_02_C09_NT/rgb.png,0
P5,P5/ROI_02_C10_NT/rgb.png,0
P5,P5/ROI_02_C11_NT/rgb.png,0
P5,P5/ROI_02_C12_NT/rgb.png,0
P5,P5/ROI_02_C13_NT/rgb.png,0
P5,P5/ROI_02_C14_NT/rgb.png,0
P5,P5/ROI_02_C15_NT/rgb.png,0
P5,P5/ROI_02_C16_NT/rgb.png,0
P5,P5/ROI_02_C17_NT/rgb.png,0
P5,P5/ROI_02_C18_NT/rgb.png,0
P5,P5/ROI_02_C19_NT/rgb.png,0
P5,P5/ROI_02_C20_NT/rgb.png,0
P5,P5/ROI_02_C21_NT/rgb.png,0
P5,P5/ROI_02_C22_NT/rgb.png,0
P5,P5/ROI_02_C23_NT/rgb.png,0
P5,P5/ROI_02_C24_NT/rgb.png,0
P5,P5/ROI_03_C01_NT/rgb.png,0
P5,P5/ROI_03_C02_NT/rgb.png,0
P5,P5/ROI_03_C03_NT/rgb.png,0
P5,P5/ROI_03_C04_NT/rgb.png,0
P5,P5/ROI_03_C05_NT/rgb.png,0
P5,P5/ROI_03_C06_NT/rgb.png,0
P5,P5/ROI_03_C07_NT/rgb.png,0
P5,P5/ROI_03_C08_NT/rgb.png,0
P5,P5/ROI_03_C09_NT/rgb.png,0
P5,P5/ROI_03_C10_NT/rgb.png,0
P5,P5/ROI_03_C11_NT/rgb.png,0
P5,P5/ROI_03_C12_NT/rgb.png,0
P5,P5/ROI_03_C13_NT/rgb.png,0
P5,P5/ROI_03_C14_NT/rgb.png,0
P5,P5/ROI_03_C15_NT/rgb.png,0
P5,P5/ROI_03_C16_NT/rgb.png,0
P5,P5/ROI_03_C17_NT/rgb.png,0
P5,P5/ROI_03_C18_NT/rgb.png,0
P5,P5/ROI_04_C01_NT/rgb.png,0
P5,P5/ROI_04_C02_NT/rgb.png,0
P5,P5/ROI_04_C03_NT/rgb.png,0
P5,P5/ROI_04_C04_NT/rgb.png,0
P5,P5/ROI_04_C05_NT/rgb.png,0
P5,P5/ROI_04_C06_NT/rgb.png,0
P5,P5/ROI_04_C07_NT/rgb.png,0
P5,P5/ROI_04_C08_NT/rgb.png,0
P5,P5/ROI_04_C09_NT/rgb.png,0
P5,P5/ROI_04_C10_NT/rgb.png,0
P5,P5/ROI_04_C11_NT/rgb.png,0
P5,P5/ROI_04_C12_NT/rgb.png,0
P5,P5/ROI_04_C13_NT/rgb.png,0
P5,P5/ROI_04_C14_NT/rgb.png,0
P5,P5/ROI_04_C15_NT/rgb.png,0
P5,P5/ROI_04_C16_NT/rgb.png,0
P5,P5/ROI_04_C17_NT/rgb.png,0
P5,P5/ROI_04_C18_NT/rgb.png,0
P5,P5/ROI_04_C19_NT/rgb.png,0
P5,P5/ROI_04_C20_NT/rgb.png,0
P5,P5/ROI_04_C21_NT/rgb.png,0
P5,P5/ROI_04_C22_NT/rgb.png,0
P7,P7/ROI_01_C01_NT/rgb.png,0
P7,P7/ROI_01_C02_NT/rgb.png,0
P7,P7/ROI_01_C03_NT/rgb.png,0
P7,P7/ROI_01_C04_NT/rgb.png,0
P7,P7/ROI_01_C05_NT/rgb.png,0
P7,P7/ROI_01_C06_NT/rgb.png,0
P7,P7/ROI_01_C07_NT/rgb.png,0
P7,P7/ROI_01_C08_NT/rgb.png,0
P7,P7/ROI_01_C09_NT/rgb.png,0
P7,P7/ROI_01_C10_NT/rgb.png,0
P7,P7/ROI_01_C11_NT/rgb.png,0
P7,P7/ROI_01_C12_NT/rgb.png,0
P7,P7/ROI_02_C01_NT/rgb.png,0
P7,P7/ROI_02_C02_NT/rgb.png,0
P7,P7/ROI_02_C03_NT/rgb.png,0
P7,P7/ROI_02_C04_NT/rgb.png,0
P7,P7/ROI_02_C05_NT/rgb.png,0
P7,P7/ROI_02_C06_NT/rgb.png,0
P7,P7/ROI_02_C07_NT/rgb.png,0
P7,P7/ROI_02_C08_NT/rgb.png,0
P7,P7/ROI_02_C09_NT/rgb.png,0
P7,P7/ROI_02_C10_NT/rgb.png,0
P7,P7/ROI_02_C11_NT/rgb.png,0
P7,P7/ROI_02_C12_NT/rgb.png,0
P7,P7/ROI_02_C13_NT/rgb.png,0
P7,P7/ROI_02_C14_NT/rgb.png,0
P7,P7/ROI_02_C15_NT/rgb.png,0
P7,P7/ROI_02_C16_NT/rgb.png,0
P7,P7/ROI_02_C17_NT/rgb.png,0
P7,P7/ROI_02_C18_NT/rgb.png,0
P7,P7/ROI_02_C19_NT/rgb.png,0
P7,P7/ROI_03_C01_T/rgb.png,1
P7,P7/ROI_03_C02_T/rgb.png,1
P7,P7/ROI_03_C03_T/rgb.png,1
P7,P7/ROI_03_C04_T/rgb.png,1
P7,P7/ROI_03_C05_T/rgb.png,1
P7,P7/ROI_03_C06_T/rgb.png,1
P7,P7/ROI_03_C07_T/rgb.png,1
P7,P7/ROI_03_C08_T/rgb.png,1
P7,P7/ROI_03_C09_T/rgb.png,1
P7,P7/ROI_03_C10_T/rgb.png,1
P7,P7/ROI_03_C11_T/rgb.png,1
P7,P7/ROI_03_C12_T/rgb.png,1
P8,P8/ROI_01_C01_NT/rgb.png,0
P8,P8/ROI_01_C02_NT/rgb.png,0
P8,P8/ROI_01_C03_NT/rgb.png,0
P8,P8/ROI_01_C04_NT/rgb.png,0
P8,P8/ROI_01_C05_NT/rgb.png,0
P8,P8/ROI_01_C06_NT/rgb.png,0
P8,P8/ROI_01_C07_NT/rgb.png,0
P8,P8/ROI_01_C08_NT/rgb.png,0
P8,P8/ROI_01_C09_NT/rgb.png,0
P8,P8/ROI_01_C10_NT/rgb.png,0
P8,P8/ROI_01_C11_NT/rgb.png,0
P8,P8/ROI_01_C12_NT/rgb.png,0
P8,P8/ROI_01_C13_NT/rgb.png,0
P8,P8/ROI_01_C14_NT/rgb.png,0
P8,P8/ROI_01_C15_NT/rgb.png,0
P8,P8/ROI_01_C16_NT/rgb.png,0
P8,P8/ROI_01_C17_NT/rgb.png,0
P8,P8/ROI_01_C18_NT/rgb.png,0
P8,P8/ROI_01_C19_NT/rgb.png,0
P8,P8/ROI_01_C20_NT/rgb.png,0
P8,P8/ROI_02_C01_NT/rgb.png,0
